data_path,Datasets_concept_drift/synthetic_data/gradual_drift/agraw1_1_gradual_drift_0_noise_balanced_20.arff
encoding,onehot
fpr_mean,0.0
fpr_se,0.0
latency_mean,0.8888888888888888
latency_se,0.04899539464934428
num_runs,18
False,False,False,False,False,False,False
False,False,False,False,True,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,True,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,True,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,True,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
