data_path,Datasets_concept_drift/synthetic_data/abrupt_drift/sea_1_abrupt_drift_0_noise_balanced.arff
encoding,exclude
fpr_mean,0.0
fpr_se,0.0
latency_mean,0.3866279069767442
latency_se,0.04995552658814294
num_runs,86
False,False,False,False,False,False,False
False,False,False,False,True,False,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,False,False,True,True,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,True,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,True,True,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,True,True,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,True,False
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,True,True,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,False,False,False,False,False
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
False,False,True,True,True,True,True
