data_path,Datasets_concept_drift/synthetic_data/abrupt_drift/agraw1_1_abrupt_drift_0_noise_balanced.arff
encoding,target
fpr_mean,1.0
fpr_se,0.0
latency_mean,0.0
latency_se,0.0
num_runs,10
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
True,True,True,True,True,True,True
