data_path,Datasets_concept_drift/synthetic_data/gradual_drift/agraw1_1_gradual_drift_0_noise_balanced_05.arff
encoding,target
fpr_mean,0.53125
fpr_se,0.04925593833171286
latency_mean,0.43359375
latency_se,0.030877757331567144
num_runs,64
False,True,False,True,True,False,True
True,True,False,False,False,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,True,False,True,True,False,True
False,True,False,True,True,True,True
False,False,False,True,True,False,False
False,False,False,True,True,True,True
True,True,False,False,False,True,True
False,False,False,True,True,False,False
False,False,False,True,True,False,False
False,True,False,True,True,False,True
True,True,False,False,False,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,False,False,True,True,False,False
False,True,False,True,True,True,True
True,True,False,False,False,True,True
False,False,False,True,True,False,False
False,True,False,True,True,False,True
False,True,False,True,True,False,True
False,True,False,True,True,False,True
False,True,False,True,True,True,True
False,True,False,True,True,False,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,True,False,True,True,False,True
True,True,False,False,False,True,True
False,True,False,True,True,True,True
False,True,False,True,True,False,True
False,True,False,True,True,False,True
False,True,False,True,True,True,True
False,False,False,True,True,False,False
False,True,False,True,True,False,True
False,True,False,True,True,False,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
False,True,False,True,True,False,True
True,True,False,False,False,True,True
False,True,False,True,True,True,True
False,True,False,True,True,False,True
False,False,False,True,True,False,False
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,False,False,True,True,False,False
False,True,False,True,True,False,True
True,True,False,False,False,True,True
True,True,False,False,False,True,True
False,False,False,False,False,False,False
False,False,False,True,True,False,False
False,True,False,True,True,True,True
False,False,False,True,True,False,False
True,True,False,False,False,True,True
False,True,False,True,True,False,True
False,True,False,True,True,False,True
